year_weeks,other_????? ???????,other_???? ?????,other_???? ?????.1,other_???? ?????.2,other_???? ????,other_???? ???????,other_???? ?? ????,???????_other,???????_????? ???????,???????_???? ?????,???????_???? ?????.1,???????_???? ?????.2,???????_???? ????,???????_???? ?? ????,????????_other,????????_????? ???????,????????_???? ?????,????????_???? ?????.1,????????_???? ?????.2,????????_???? ????,????????_???? ???????,????????_???? ?? ????,?????_other,?????_???? ?????,?????_???? ?????.1,?????_???? ?????.2,?????_???? ????,?????_???? ?? ????,?????_other.1,?????_????? ???????,?????_???? ?????.3,?????_???? ?????.4,?????_???? ?????.5,?????_???? ????.1,?????_???? ???????,?????_???? ?? ????.1,?????_other.2,?????_???? ?????.6,?????_???? ?????.7,?????_???? ?????.8,?????_???? ????.2,?????_???? ???????.1,?????_???? ?? ????.2,???_other,???_????? ???????,???_???? ?????,???_???? ?????.1,???_???? ?????.2,???_???? ????,???_???? ???????,???_???? ?? ????,??????_other,??????_????? ???????,??????_???? ?????,??????_???? ?????.1,??????_???? ?????.2,??????_???? ????,??????_???? ???????,??????_???? ?? ????,????_other,????_????? ???????,????_???? ?????,????_???? ?????.1,????_???? ?????.2,????_???? ????,????_???? ???????,????_???? ?? ????,???????_other.1,???????_???? ?????.3,???????_???? ?????.4,???????_???? ?????.5,???????_???? ????.1,???????_???? ?? ????.1,???_other.1,???_????? ???????.1,???_???? ?????.3,???_???? ?????.4,???_???? ?????.5,???_???? ????.1,???_???? ?? ????.1,??????_other.1,??????_????? ???????.1,??????_???? ?????.3,??????_???? ?????.4,??????_???? ?????.5,??????_???? ????.1,??????_???? ???????.1,??????_???? ?? ????.1,????????_other.1,????????_????? ???????.1,????????_???? ?????.3,????????_???? ?????.4,????????_???? ?????.5,????????_???? ????.1,????????_???? ???????.1,????????_???? ?? ????.1,???_other.2,???_????? ???????.2,???_???? ?????.6,???_???? ?????.7,???_???? ?????.8,???_???? ????.2,???_???? ???????.1,???_???? ?? ????.2,???????_other.2,???????_????? ???????.1,???????_???? ?????.6,???????_???? ?????.7,???????_???? ?????.8,???????_???? ????.2,???????_???? ???????,???????_???? ?? ????.2,?????_other.3,?????_????? ???????.1,?????_???? ?????.9,?????_???? ?????.10,?????_???? ?????.11,?????_???? ????.3,?????_???? ?? ????.3,??????_other.2,??????_???? ?????.6,??????_???? ?????.7,??????_???? ?????.8,??????_???? ????.2,??????_???? ?? ????.2,??????_other.3,??????_????? ???????.2,??????_???? ?????.9,??????_???? ?????.10,??????_???? ?????.11,??????_???? ????.3,??????_???? ???????.2,??????_???? ?? ????.3,????_other.1,????_????? ???????.1,????_???? ?????.3,????_???? ?????.4,????_???? ?????.5,????_???? ???????.1,????_???? ?? ????.1,??????_other.4,??????_????? ???????.3,??????_???? ?????.12,??????_???? ?????.13,??????_???? ?????.14,???????_other.3,???????_????? ???????.2,???????_???? ?????.9,???????_???? ?????.10,???????_???? ?????.11,???????_???? ????.3,???????_???? ???????.1,???????_???? ?? ????.3,???????_other.4,???????_????? ???????.3,???????_???? ?????.12,???????_???? ?????.13,???????_???? ?????.14,???????_???? ????.4,???????_???? ???????.2,???????_???? ?? ????.4,?????????_other,?????????_????? ???????,?????????_???? ?????,?????????_???? ?????.1,?????????_???? ?????.2,?????????_???? ????,?????????_???? ?? ????,"???""?_other","???""?_????? ???????","???""?_???? ?????","???""?_???? ?????.1","???""?_???? ?????.2","???""?_???? ????","???""?_???? ???????","???""?_???? ?? ????",??????_other.5,??????_???? ?????.15,??????_???? ?????.16,??????_???? ?????.17,??????_???? ????.4,??????_???? ?? ????.4,??????_other.6,??????_???? ?????.18,??????_???? ?????.19,??????_???? ?????.20,??????_???? ????.5,??????_???? ?? ????.5
2020-08-24/2020-08-30,0.0,9122.49,3689.0099999999998,7575.749999999999,1469.52,0,526.5,1140.75,0,3573.18,8074.169999999999,2132.91,924.3,0,1232.01,0,1109.1599999999999,724.2299999999999,1855.62,0.0,0.0,0.0,1628.6399999999999,872.8199999999999,1396.98,0.0,0.0,0,6605.82,0,3012.75,1676.61,8345.609999999999,0.0,0,0,3139.1099999999997,7093.709999999999,723.06,13459.679999999998,0,0,0,0.0,0.0,1731.6,545.2199999999999,0,0,0,0,1301.04,0,3542.7599999999998,1883.6999999999998,3005.73,5150.339999999999,0,0,3652.74,534.6899999999999,6716.969999999999,2767.0499999999997,2847.7799999999997,0.0,0.0,0.0,1219.1399999999999,2048.67,1256.58,0.0,486.71999999999997,0,1126.71,0.0,0.0,0,1082.25,0,0,0,0,1193.3999999999999,1454.31,1153.62,0,0,0,0,0,1074.06,12255.75,0.0,2129.4,0,0.0,2497.95,562.77,2613.7799999999997,651.6899999999999,12118.859999999999,0.0,0,0,4519.71,0,15336.359999999999,2549.43,3049.02,993.3299999999999,0,519.48,0,0,756.99,0,0.0,0,0,463.32,823.68,581.49,0.0,0.0,0.0,428.21999999999997,1621.62,7304.3099999999995,1420.3799999999999,511.28999999999996,2614.95,0,0,444.59999999999997,0,0.0,0.0,964.0799999999999,0,0,2678.1299999999997,0.0,4703.4,0,434.07,575.64,0,4111.38,1290.51,5610.15,0.0,0,0,0,0,745.29,468.0,0,0,0,0,3875.04,0.0,4892.94,3968.64,2522.52,758.16,0.0,5194.799999999999,0,16341.39,2845.4399999999996,0.0,1434.4199999999998,0,0,2600.91,1186.3799999999999,662.2199999999999,0.0,0.0,0.0,1074.06,0,0.0,0.0,0,0
2020-08-31/2020-09-06,0.0,8944.65,3617.64,7888.139999999999,1429.74,0,512.4599999999999,1208.61,0,3474.8999999999996,7851.87,2075.58,911.43,0,1198.08,0,1078.74,704.3399999999999,1804.1399999999999,0.0,0.0,0.0,1604.07,865.8,1379.4299999999998,0.0,0.0,0,6840.99,0,3345.0299999999997,1703.52,8426.34,0.0,0,0,3093.48,6903.0,709.02,13247.91,0,0,0,0.0,0.0,1685.9699999999998,530.01,0,0,0,0,1265.9399999999998,0,3480.75,1839.2399999999998,3047.85,5011.11,0,0,3589.56,520.65,6563.7,2692.1699999999996,2769.39,0.0,0.0,0.0,1187.55,2013.57,1226.1599999999999,0.0,473.84999999999997,0,1096.29,0.0,0.0,0,1051.83,0,0,0,0,1189.8899999999999,1456.6499999999999,1122.03,0,0,0,0,0,1047.1499999999999,12321.269999999999,0.0,2129.4,0,0.0,2428.92,547.56,2628.99,635.31,11974.949999999999,0.0,0,0,4612.139999999999,0,15302.429999999998,2700.3599999999997,2970.6299999999997,972.27,0,556.92,0,0,1115.01,0,0.0,0,0,450.45,801.4499999999999,566.28,0.0,0.0,0.0,441.09,1577.1599999999999,7312.5,1509.3,527.67,2581.02,0,0,431.72999999999996,0,0.0,0.0,938.3399999999999,0,0,2639.52,0.0,4606.29,0,427.04999999999995,559.26,0,3999.06,1257.75,5587.92,0.0,0,0,0,0,730.0799999999999,460.97999999999996,0,0,0,0,3768.5699999999997,0.0,4759.5599999999995,3864.5099999999998,2453.49,737.0999999999999,0.0,5052.0599999999995,0,15949.439999999999,2790.45,0.0,1401.6599999999999,0,0,2529.54,1153.62,644.67,0.0,0.0,0.0,1220.31,0,0.0,0.0,0,0
2020-09-07/2020-09-13,0.0,8841.689999999999,3645.72,8711.82,1393.47,0,498.41999999999996,1175.85,0,3382.47,7785.179999999999,2019.4199999999998,912.5999999999999,0,1166.49,0,1049.49,685.62,1756.1699999999998,0.0,0.0,0.0,1564.29,872.8199999999999,1366.56,0.0,0.0,0,6982.5599999999995,0,3522.87,1777.2299999999998,8383.05,0.0,0,0,3016.2599999999998,6719.3099999999995,691.4699999999999,13018.589999999998,0,0,0,0.0,0.0,1641.51,515.9699999999999,0,0,0,0,1251.8999999999999,0,3614.1299999999997,1872.0,3024.45,4922.19,0,0,3517.02,506.60999999999996,6415.11,2630.16,2695.68,0.0,0.0,0.0,1155.96,1962.09,1193.3999999999999,0.0,460.97999999999996,0,1067.04,0.0,0.0,0,1023.7499999999999,0,0,0,0,1258.9199999999998,1425.06,1091.61,0,0,0,0,0,1031.9399999999998,12160.98,0.0,2148.12,0,0.0,2363.3999999999996,535.86,2612.6099999999997,624.78,11852.099999999999,0.0,0,0,4541.94,0,15135.119999999999,2665.2599999999998,2891.0699999999997,980.4599999999999,0,542.88,0,0,1430.9099999999999,0,0.0,0,0,438.75,779.2199999999999,551.0699999999999,0.0,0.0,0.0,442.26,1535.04,7346.429999999999,1498.77,610.74,2538.8999999999996,0,0,421.2,0,0.0,0.0,912.5999999999999,0,0,2643.0299999999997,0.0,4508.009999999999,0,416.52,544.05,0,3906.6299999999997,1223.82,5455.71,0.0,0,0,0,0,711.3599999999999,453.96,0,0,0,0,3667.95,0.0,4632.03,3761.5499999999997,2387.97,717.2099999999999,0.0,4919.849999999999,0,15579.72,2738.97,0.0,1372.4099999999999,0,0,2461.68,1122.03,627.12,0.0,0.0,0.0,1437.9299999999998,0,0.0,0.0,0,0
2020-09-14/2020-09-20,0.0,8650.98,3763.89,8751.6,1358.37,0,485.54999999999995,1145.4299999999998,0,3294.72,7679.879999999999,1966.77,888.03,0,1136.07,0,1022.5799999999999,668.0699999999999,1710.54,0.0,0.0,0.0,1597.05,872.8199999999999,1384.11,0.0,0.0,0,7051.589999999999,0,3883.2299999999996,1758.51,8354.97,0.0,0,0,3036.1499999999996,6556.679999999999,673.92,12802.14,0,0,0,0.0,0.0,1598.2199999999998,503.09999999999997,0,0,0,0,1237.86,0,3576.6899999999996,1941.03,3082.95,4888.259999999999,0,0,3424.5899999999997,492.57,6250.139999999999,2570.49,2625.48,0.0,0.0,0.0,1126.71,1916.4599999999998,1161.81,0.0,449.28,0,1038.96,0.0,0.0,0,996.8399999999999,0,0,0,0,1226.1599999999999,1389.9599999999998,1063.53,0,0,0,0,0,1033.11,12007.71,0.0,2109.5099999999998,0,0.0,2376.27,521.8199999999999,2562.2999999999997,608.4,11791.259999999998,0.0,0,0,4485.78,0,14779.439999999999,2696.85,2816.19,1026.09,0,527.67,0,0,2019.4199999999998,0,0.0,0,0,427.04999999999995,759.3299999999999,537.03,0.0,0.0,0.0,465.65999999999997,1495.26,7230.599999999999,1484.73,621.27,2483.91,0,0,409.5,0,0.0,0.0,889.1999999999999,0,0,2625.48,0.0,4405.05,0,0.0,530.01,0,3804.8399999999997,1192.23,5343.389999999999,0.0,0,0,0,0,692.64,444.59999999999997,0,0,0,0,3572.0099999999998,0.0,4511.5199999999995,3663.27,2324.79,698.49,0.0,4835.61,0,15229.89,2736.6299999999997,0.0,1351.35,0,0,2398.5,1092.78,610.74,0.0,0.0,0.0,1684.8,0,0.0,455.13,0,0
2020-09-21/2020-09-27,0.0,8483.67,3776.7599999999998,8691.93,1324.4399999999998,0,476.19,1116.1799999999998,0,3211.6499999999996,7586.28,1917.6299999999999,865.8,0,1106.82,0,996.8399999999999,650.52,1669.59,0.0,0.0,0.0,1577.1599999999999,871.65,1399.32,0.0,0.0,0,7089.03,0,3822.39,1767.87,8219.25,0.0,0,0,2988.18,6404.58,656.37,12658.23,0,0,0,0.0,0.0,1566.6299999999999,491.4,0,0,0,0,1217.97,0,3512.3399999999997,2040.4799999999998,3126.24,4829.759999999999,0,0,3340.35,480.86999999999995,6109.74,2544.75,2558.79,0.0,0.0,0.0,1098.6299999999999,1869.6599999999999,1133.73,0.0,437.58,0,1013.2199999999999,0.0,0.0,0,1005.03,0,0,0,0,1214.46,1382.9399999999998,1036.62,0,0,0,0,0,1006.1999999999999,11822.849999999999,0.0,2138.7599999999998,0,0.0,2315.43,508.95,2536.56,593.1899999999999,11792.429999999998,0.0,0,0,4413.24,0,14438.97,2653.56,2744.8199999999997,1003.8599999999999,0,514.8,0,0,2258.1,0,0.0,0,0,416.52,740.6099999999999,522.99,0.0,0.0,0.0,527.67,1456.6499999999999,7099.5599999999995,1458.99,604.89,2421.8999999999996,0,0,0.0,0,0.0,0.0,886.8599999999999,0,0,2604.4199999999996,407.15999999999997,4358.25,0,0.0,519.48,0,3761.5499999999997,1168.83,5208.839999999999,0.0,0,0,0,0,682.11,438.75,0,0,0,0,3483.0899999999997,0.0,4406.219999999999,3573.18,2266.29,696.15,0.0,4756.049999999999,0,14882.4,2712.06,0.0,1352.52,0,0,2337.66,1065.87,595.53,0.0,0.0,0.0,2018.2499999999998,0,0.0,478.53,0,0
2020-09-28/2020-10-04,0.0,8305.83,3752.1899999999996,8509.41,1291.6799999999998,0,464.48999999999995,1088.1,0,3140.2799999999997,7470.45,1869.6599999999999,844.7399999999999,0,1084.59,0,972.27,765.18,1627.4699999999998,0.0,0.0,0.0,1552.59,864.63,1380.6,0.0,0.0,0,6972.03,0,3736.9799999999996,1726.9199999999998,8034.389999999999,0.0,0,0,2913.2999999999997,6254.82,642.3299999999999,12466.349999999999,0,0,0,0.0,0.0,1537.3799999999999,478.53,0,0,0,0,1191.06,0,3512.3399999999997,2091.96,3084.12,4723.29,0,0,3258.45,468.0,5963.49,2497.95,2508.48,0.0,0.0,0.0,1071.72,1825.1999999999998,1105.6499999999999,0.0,427.04999999999995,0,987.4799999999999,0.0,0.0,0,987.4799999999999,0,0,0,0,1185.21,1385.28,1010.8799999999999,0,0,0,0,0,981.63,11574.81,0.0,2116.5299999999997,0,0.0,2258.1,496.08,2496.7799999999997,577.98,11723.4,0.0,0,0,4344.21,0,14111.369999999999,2604.4199999999996,2675.79,979.29,0,501.92999999999995,0,0,2290.8599999999997,0,0.0,0,0,405.98999999999995,721.89,544.05,0.0,0.0,0.0,539.37,1420.3799999999999,6952.139999999999,1447.29,601.38,2361.06,0,0,0.0,0,0.0,0.0,877.5,0,0,2679.2999999999997,396.63,4367.61,0,0.0,506.60999999999996,0,3670.29,1140.75,5186.61,0.0,0,0,0,0,665.7299999999999,428.21999999999997,0,0,0,0,3396.5099999999998,0.0,4297.41,3484.2599999999998,2210.1299999999997,714.87,0.0,4654.259999999999,0,14537.25,2659.41,0.0,1323.27,0,0,2279.16,1038.96,580.3199999999999,0.0,0.0,0.0,2201.94,0,0.0,576.81,0,0
2020-10-05/2020-10-11,0.0,8252.01,3689.0099999999998,8352.63,1261.26,0,453.96,1062.36,0,3065.3999999999996,7290.2699999999995,1825.1999999999998,823.68,0,1078.74,0,948.8699999999999,746.4599999999999,1620.4499999999998,0.0,0.0,0.0,1528.02,850.5899999999999,1404.0,462.15,0.0,0,6943.95,0,3664.4399999999996,1685.9699999999998,7855.379999999999,0.0,0,0,2846.6099999999997,6116.759999999999,627.12,12304.89,0,0,0,0.0,0.0,1522.1699999999998,468.0,0,0,0,0,1249.56,0,3589.56,2123.5499999999997,3022.1099999999997,4637.88,0,0,3201.12,464.48999999999995,5872.23,2437.1099999999997,2488.5899999999997,0.0,0.0,0.0,1044.81,1792.4399999999998,1081.08,0.0,416.52,0,964.0799999999999,0.0,0.0,0,1069.3799999999999,0,0,0,0,1162.98,1351.35,986.31,0,0,0,0,0,958.2299999999999,11345.49,0.0,2107.17,0,0.0,2204.2799999999997,484.38,2940.21,563.9399999999999,11637.99,0.0,0,0,4254.12,0,13837.589999999998,2636.0099999999998,2616.12,1006.1999999999999,0,527.67,0,0,2287.35,0,0.0,0,0,423.53999999999996,704.3399999999999,531.18,0.0,0.0,0.0,576.81,1386.4499999999998,6848.009999999999,1462.5,627.12,2304.8999999999996,0,0,0.0,0,0.0,0.0,866.9699999999999,0,0,2630.16,0.0,4263.48,0,0.0,503.09999999999997,0,3601.2599999999998,1112.6699999999998,5144.49,0.0,0,0,0,0,649.3499999999999,462.15,0,0,0,0,3341.52,0.0,4201.469999999999,3401.1899999999996,2156.31,717.2099999999999,0.0,4541.94,0,14211.99,2613.7799999999997,0.0,1296.36,0,0,2224.17,1014.39,566.28,0.0,0.0,0.0,2478.06,0,0.0,652.86,0,0
2020-10-12/2020-10-18,0.0,8068.32,3712.41,8303.49,1232.01,0,442.26,1036.62,0,2992.8599999999997,7118.28,1781.9099999999999,804.9599999999999,0,1054.1699999999998,0,926.64,728.91,1619.28,0.0,0.0,0.0,1557.27,840.06,1382.9399999999998,452.78999999999996,0.0,0,6899.49,0,3624.66,1655.55,7764.12,0.0,0,0,2779.9199999999996,5990.4,611.91,12148.109999999999,0,0,0,0.0,0.0,1506.9599999999998,470.34,0,0,0,0,1224.99,0,3541.5899999999997,2230.02,3015.0899999999997,4532.58,0,0,3125.0699999999997,452.78999999999996,5756.4,2379.7799999999997,2430.0899999999997,0.0,0.0,0.0,1020.2399999999999,1767.87,1055.34,0.0,407.15999999999997,0,940.68,0.0,0.0,0,1054.1699999999998,0,0,0,0,1141.9199999999998,1319.76,962.91,0,0,0,0,0,945.3599999999999,11180.519999999999,0.0,2094.2999999999997,0,0.0,2210.1299999999997,472.67999999999995,2870.0099999999998,551.0699999999999,11645.009999999998,0.0,0,0,4168.71,0,13554.449999999999,2596.23,2561.1299999999997,983.9699999999999,0,537.03,0,0,2274.48,0,0.0,0,0,420.03,687.9599999999999,518.31,0.0,0.0,0.0,579.15,1353.6899999999998,6691.23,1443.78,620.0999999999999,2277.99,0,0,0.0,0,0.0,0.0,847.0799999999999,0,0,2586.87,0.0,4178.07,0,0.0,490.22999999999996,0,3554.4599999999996,1086.9299999999998,5026.32,0.0,0,0,0,0,634.14,452.78999999999996,0,0,0,0,3320.4599999999996,0.0,4110.21,3332.16,2106.0,711.3599999999999,0.0,4460.04,0,13920.66,2668.77,0.0,1272.96,0,0,2192.58,989.8199999999999,556.92,0.0,0.0,0.0,2839.5899999999997,0,0.0,741.78,0,0
2020-10-19/2020-10-25,0.0,7917.389999999999,3648.06,8316.359999999999,1206.27,0,432.9,1013.2199999999999,0,2923.83,6954.48,1740.9599999999998,786.24,0,1029.6,0,904.41,716.04,1692.99,0.0,0.0,0.0,1537.3799999999999,826.02,1373.58,442.26,0.0,0,6776.639999999999,0,3648.06,1618.11,7621.379999999999,0.0,0,0,2715.5699999999997,5880.42,597.87,11876.67,0,0,0,0.0,0.0,1487.07,459.80999999999995,0,0,0,0,1201.59,0,3703.0499999999997,2214.81,2953.08,4557.15,0,0,3052.5299999999997,442.26,5701.41,2329.47,2414.8799999999997,0.0,0.0,0.0,999.18,1752.6599999999999,1044.81,0.0,397.79999999999995,0,919.6199999999999,0.0,0.0,0,1198.08,0,0,0,0,1116.1799999999998,1289.34,940.68,0,0,0,0,0,947.6999999999999,10998.0,0.0,2061.54,0,0.0,2158.65,462.15,2820.87,538.1999999999999,11434.41,0.0,0,0,4087.9799999999996,0,13292.369999999999,2575.1699999999996,2502.6299999999997,960.5699999999999,0,524.16,0,0,2287.35,0,0.0,0,0,449.28,671.5799999999999,508.95,0.0,0.0,0.0,579.15,1322.1,6536.79,1430.9099999999999,636.48,2251.08,0,0,0.0,0,0.0,0.0,829.53,0,0,2547.0899999999997,0.0,4148.82,0,0.0,480.86999999999995,0,3477.24,1088.1,4911.66,0.0,0,0,0,0,625.9499999999999,442.26,0,0,0,0,3264.2999999999997,0.0,4022.4599999999996,3254.9399999999996,2056.8599999999997,694.9799999999999,0.0,4357.08,0,13650.39,2630.16,0.0,1253.07,0,0,2179.71,972.27,544.05,0.0,0.0,0.0,3291.2099999999996,0,0.0,795.5999999999999,0,0
2020-10-26/2020-11-01,0.0,7809.749999999999,3594.24,8187.66,1189.8899999999999,0,422.36999999999995,990.9899999999999,0,2893.41,6797.7,1701.1799999999998,768.6899999999999,0,1006.1999999999999,0,884.52,699.66,1746.81,0.0,0.0,0.0,1574.82,815.4899999999999,1359.54,431.72999999999996,0.0,0,6657.299999999999,0,3638.7,1581.84,7450.5599999999995,0.0,0,0,2667.6,5757.57,589.68,11653.199999999999,0,0,0,0.0,0.0,1453.1399999999999,449.28,0,0,0,0,1186.3799999999999,0,3731.1299999999997,2275.6499999999996,2901.6,4454.19,0,0,2984.6699999999996,432.9,5596.11,2277.99,2359.89,0.0,0.0,0.0,976.9499999999999,1746.81,1021.41,0.0,388.44,0,898.56,0.0,0.0,0,1194.57,0,0,0,0,1090.4399999999998,1260.09,919.6199999999999,0,0,0,0,0,986.31,10828.349999999999,0.0,2025.27,0,0.0,2110.68,451.61999999999995,2777.58,526.5,11398.14,0.0,0,0,3995.5499999999997,0,13075.92,2547.0899999999997,2447.64,939.51,0,512.4599999999999,0,0,2324.79,0,0.0,0,0,519.48,656.37,501.92999999999995,0.0,0.0,0.0,637.65,1292.85,6401.07,1480.05,621.27,2205.45,0,0,0.0,0,0.0,0.0,816.66,0,0,2555.2799999999997,0.0,4100.849999999999,0,0.0,470.34,0,3479.58,1063.53,5015.79,0.0,0,0,0,0,639.99,445.77,0,0,0,0,3271.3199999999997,0.0,4008.4199999999996,3212.8199999999997,2017.08,678.5999999999999,0.0,4285.71,0,13364.91,2607.93,0.0,1236.6899999999998,0,0,2178.54,1157.1299999999999,532.35,0.0,0.0,0.0,3624.66,0,0.0,852.93,0,0
2020-11-02/2020-11-08,0.0,7686.9,3641.04,8075.339999999999,1184.04,0,413.01,968.76,0,2830.23,6647.94,1663.74,751.14,0,988.65,0,864.63,700.8299999999999,1773.7199999999998,0.0,0.0,0.0,1571.31,803.79,1356.03,422.36999999999995,0.0,0,6512.219999999999,0,3576.6899999999996,1549.08,7285.589999999999,0.0,0,0,2611.44,5672.16,576.81,11552.58,0,0,0,0.0,0.0,1421.55,439.91999999999996,0,0,0,0,1166.49,0,3684.33,2488.5899999999997,2907.45,4511.5199999999995,0,0,2940.21,423.53999999999996,5517.719999999999,2227.68,2389.14,0.0,0.0,0.0,960.5699999999999,1722.2399999999998,999.18,0.0,380.25,0,878.67,0.0,0.0,0,1185.21,0,0,0,0,1082.25,1233.1799999999998,899.7299999999999,0,0,0,0,0,1063.53,10685.609999999999,0.0,1991.34,0,0.0,2090.79,441.09,2734.29,514.8,11670.75,0.0,0,0,3907.7999999999997,0,12813.839999999998,2618.46,2413.71,918.4499999999999,0,501.92999999999995,0,0,2334.1499999999996,0,0.0,0,0,668.0699999999999,642.3299999999999,541.7099999999999,0.0,0.0,0.0,665.7299999999999,1264.77,6303.96,1466.01,608.4,2186.73,0,0,0.0,0,0.0,0.0,815.4899999999999,0,0,2531.8799999999997,0.0,4097.34,0,0.0,459.80999999999995,0,3464.37,1040.1299999999999,5324.67,0.0,0,0,0,0,625.9499999999999,436.40999999999997,0,0,0,0,3251.43,0.0,4124.25,3211.6499999999996,1974.9599999999998,664.56,0.0,4209.66,0,13108.679999999998,2569.3199999999997,0.0,1217.97,0,0,2211.2999999999997,1188.72,521.8199999999999,0.0,0.0,0.0,3788.4599999999996,0,0.0,854.0999999999999,0,0
2020-11-09/2020-11-15,0.0,7573.41,3587.22,7918.5599999999995,1177.02,0,404.82,947.6999999999999,0,2769.39,6504.03,1627.4699999999998,734.76,0,966.42,0,845.91,697.3199999999999,1758.51,0.0,0.0,0.0,1594.7099999999998,813.15,1347.84,414.17999999999995,0.0,0,6411.599999999999,0,3536.91,1515.1499999999999,7135.83,0.0,0,0,2561.1299999999997,5556.33,569.79,11391.119999999999,0,0,0,0.0,0.0,1391.1299999999999,430.55999999999995,0,0,0,0,1140.75,0,3855.1499999999996,2520.18,2866.5,4592.25,0,0,2877.0299999999997,414.17999999999995,5748.21,2179.71,2338.83,0.0,0.0,0.0,948.8699999999999,1712.8799999999999,979.29,0.0,372.06,0,859.9499999999999,0.0,0.0,0,1170.0,0,0,0,0,1058.85,1210.9499999999998,879.8399999999999,0,0,0,0,0,1086.9299999999998,10627.109999999999,0.0,1965.6,0,0.0,2108.3399999999997,431.72999999999996,2740.14,503.09999999999997,11866.14,0.0,0,0,3823.56,0,12665.25,2658.24,2412.54,900.9,0,492.57,0,0,2294.37,0,0.0,0,0,726.5699999999999,644.67,609.5699999999999,0.0,0.0,0.0,677.43,1236.6899999999998,6232.589999999999,1469.52,600.2099999999999,2183.22,0,0,0.0,0,0.0,0.0,849.42,0,0,2521.35,0.0,4204.98,0,0.0,449.28,0,3410.5499999999997,1019.0699999999999,5538.78,0.0,0,0,0,0,611.91,427.04999999999995,0,0,0,0,3333.33,0.0,4199.13,3194.1,1948.05,659.88,0.0,4161.69,0,12881.699999999999,2544.75,0.0,1207.4399999999998,0,0,2247.5699999999997,1172.34,521.8199999999999,0.0,0.0,0.0,3836.43,0,0.0,964.0799999999999,0,0
2020-11-16/2020-11-22,0.0,7470.45,3567.33,7792.2,1153.62,0,405.98999999999995,927.81,0,2710.89,6368.3099999999995,1593.54,719.55,0,999.18,0,828.3599999999999,703.17,1758.51,0.0,0.0,0.0,1593.54,801.4499999999999,1375.9199999999998,404.82,0.0,0,6277.049999999999,0,3531.06,1483.56,7007.129999999999,0.0,0,0,2614.95,5465.07,586.17,11217.96,0,0,0,0.0,0.0,1370.07,421.2,0,0,0,0,1116.1799999999998,0,3926.52,2582.19,2837.25,4670.639999999999,0,0,2816.19,404.82,5631.21,2134.08,2289.69,0.0,0.0,0.0,936.0,1703.52,985.14,0.0,363.87,0,848.25,0.0,0.0,0,1152.4499999999998,0,0,0,0,1036.62,1185.21,861.1199999999999,0,0,0,0,0,1075.23,10513.619999999999,0.0,1934.01,0,0.0,2073.24,427.04999999999995,2808.0,492.57,11703.509999999998,0.0,0,0,3744.0,0,12674.609999999999,2698.02,2362.23,882.18,0,491.4,0,0,2246.3999999999996,0,0.0,0,0,759.3299999999999,631.8,627.12,0.0,0.0,0.0,665.7299999999999,1210.9499999999998,6129.629999999999,1613.4299999999998,611.91,2180.8799999999997,0,0,0.0,0,0.0,0.0,859.9499999999999,0,0,2583.3599999999997,0.0,4234.23,0,0.0,439.91999999999996,0,3362.58,1033.11,5713.11,0.0,0,0,0,0,599.04,423.53999999999996,0,0,0,0,3416.3999999999996,0.0,4464.719999999999,3192.93,1911.78,645.8399999999999,0.0,4110.21,0,12896.91,2524.8599999999997,0.0,1192.23,0,0,2234.7,1151.28,525.3299999999999,0.0,0.0,0.0,3793.14,0,0.0,951.2099999999999,0,0
2020-11-23/2020-11-29,0.0,7375.679999999999,3549.7799999999997,7637.759999999999,1131.3899999999999,0,420.03,909.0899999999999,0,2654.73,6236.099999999999,1560.78,704.3399999999999,0,1112.6699999999998,0,810.81,728.91,1744.4699999999998,0.0,0.0,0.0,1590.03,788.5799999999999,1368.8999999999999,396.63,0.0,0,6147.179999999999,0,3480.75,1453.1399999999999,6862.049999999999,0.0,0,0,2611.44,5372.639999999999,601.38,11205.09,0,0,0,0.0,0.0,1350.1799999999998,413.01,0,0,0,0,1093.95,0,3880.89,2633.6699999999996,2778.75,4623.84,0,0,2757.69,396.63,5557.5,2089.62,2241.72,0.0,0.0,0.0,940.68,1700.01,969.93,0.0,0.0,0,855.27,0.0,0.0,0,1137.24,0,0,0,0,1014.39,1160.6399999999999,843.5699999999999,0,0,0,0,0,1057.6799999999998,10431.72,0.0,1897.7399999999998,0,0.0,2040.4799999999998,431.72999999999996,2812.68,483.21,11812.32,0.0,0,0,3666.7799999999997,0,12526.019999999999,2744.8199999999997,2313.0899999999997,864.63,0,480.86999999999995,0,0,2261.6099999999997,0,0.0,0,0,844.7399999999999,639.99,689.13,0.0,0.0,0.0,651.6899999999999,1186.3799999999999,6170.58,1834.56,609.5699999999999,2267.46,0,0,0.0,0,0.0,0.0,854.0999999999999,0,0,2599.74,0.0,4312.62,0,361.53,430.55999999999995,0,3306.4199999999996,1013.2199999999999,5685.03,0.0,0,0,0,0,589.68,430.55999999999995,0,0,0,0,3625.83,0.0,4561.83,3312.27,1875.51,656.37,0.0,4044.6899999999996,0,12706.199999999999,2496.7799999999997,0.0,1185.21,0,0,2213.64,1139.58,558.0899999999999,0.0,0.0,0.0,3752.1899999999996,0,0.0,951.2099999999999,0,0
