year_weeks,other_יהודה ושומרון,other_מחוז הדרום,other_מחוז המרכז,other_מחוז הצפון,other_מחוז חיפה,other_מחוז ירושלים,other_מחוז תל אביב,אבטיחים_other,אבטיחים_יהודה ושומרון,אבטיחים_מחוז הדרום,אבטיחים_מחוז המרכז,אבטיחים_מחוז הצפון,אבטיחים_מחוז חיפה,אבטיחים_מחוז תל אביב,אשכוליות_other,אשכוליות_יהודה ושומרון,אשכוליות_מחוז הדרום,אשכוליות_מחוז המרכז,אשכוליות_מחוז הצפון,אשכוליות_מחוז חיפה,אשכוליות_מחוז ירושלים,אשכוליות_מחוז תל אביב,בטטות_other,בטטות_מחוז הדרום,בטטות_מחוז המרכז,בטטות_מחוז הצפון,בטטות_מחוז חיפה,בטטות_מחוז תל אביב,בצלים_other,בצלים_יהודה ושומרון,בצלים_מחוז הדרום,בצלים_מחוז המרכז,בצלים_מחוז הצפון,בצלים_מחוז חיפה,בצלים_מחוז ירושלים,בצלים_מחוז תל אביב,גזרים_other,גזרים_מחוז הדרום,גזרים_מחוז המרכז,גזרים_מחוז הצפון,גזרים_מחוז חיפה,גזרים_מחוז ירושלים,גזרים_מחוז תל אביב,חסה_other,חסה_יהודה ושומרון,חסה_מחוז הדרום,חסה_מחוז המרכז,חסה_מחוז הצפון,חסה_מחוז חיפה,חסה_מחוז ירושלים,חסה_מחוז תל אביב,חצילים_other,חצילים_יהודה ושומרון,חצילים_מחוז הדרום,חצילים_מחוז המרכז,חצילים_מחוז הצפון,חצילים_מחוז חיפה,חצילים_מחוז ירושלים,חצילים_מחוז תל אביב,כרוב_other,כרוב_יהודה ושומרון,כרוב_מחוז הדרום,כרוב_מחוז המרכז,כרוב_מחוז הצפון,כרוב_מחוז חיפה,כרוב_מחוז ירושלים,כרוב_מחוז תל אביב,לימונים_other,לימונים_מחוז הדרום,לימונים_מחוז המרכז,לימונים_מחוז הצפון,לימונים_מחוז חיפה,לימונים_מחוז תל אביב,לפת_other,לפת_יהודה ושומרון,לפת_מחוז הדרום,לפת_מחוז המרכז,לפת_מחוז הצפון,לפת_מחוז חיפה,לפת_מחוז תל אביב,מלונים_other,מלונים_יהודה ושומרון,מלונים_מחוז הדרום,מלונים_מחוז המרכז,מלונים_מחוז הצפון,מלונים_מחוז חיפה,מלונים_מחוז ירושלים,מלונים_מחוז תל אביב,מלפפונים_other,מלפפונים_יהודה ושומרון,מלפפונים_מחוז הדרום,מלפפונים_מחוז המרכז,מלפפונים_מחוז הצפון,מלפפונים_מחוז חיפה,מלפפונים_מחוז ירושלים,מלפפונים_מחוז תל אביב,סלק_other,סלק_יהודה ושומרון,סלק_מחוז הדרום,סלק_מחוז המרכז,סלק_מחוז הצפון,סלק_מחוז חיפה,סלק_מחוז ירושלים,סלק_מחוז תל אביב,עגבניות_other,עגבניות_יהודה ושומרון,עגבניות_מחוז הדרום,עגבניות_מחוז המרכז,עגבניות_מחוז הצפון,עגבניות_מחוז חיפה,עגבניות_מחוז ירושלים,עגבניות_מחוז תל אביב,ענבים_other,ענבים_יהודה ושומרון,ענבים_מחוז הדרום,ענבים_מחוז המרכז,ענבים_מחוז הצפון,ענבים_מחוז חיפה,ענבים_מחוז תל אביב,פומלית_other,פומלית_מחוז הדרום,פומלית_מחוז המרכז,פומלית_מחוז הצפון,פומלית_מחוז חיפה,פומלית_מחוז תל אביב,פלפלים_other,פלפלים_יהודה ושומרון,פלפלים_מחוז הדרום,פלפלים_מחוז המרכז,פלפלים_מחוז הצפון,פלפלים_מחוז חיפה,פלפלים_מחוז ירושלים,פלפלים_מחוז תל אביב,צנון_other,צנון_יהודה ושומרון,צנון_מחוז הדרום,צנון_מחוז המרכז,צנון_מחוז הצפון,צנון_מחוז ירושלים,צנון_מחוז תל אביב,צנונית_other,צנונית_יהודה ושומרון,צנונית_מחוז הדרום,צנונית_מחוז המרכז,צנונית_מחוז הצפון,קולורבי_other,קולורבי_יהודה ושומרון,קולורבי_מחוז הדרום,קולורבי_מחוז המרכז,קולורבי_מחוז הצפון,קולורבי_מחוז חיפה,קולורבי_מחוז ירושלים,קולורבי_מחוז תל אביב,קישואים_other,קישואים_יהודה ושומרון,קישואים_מחוז הדרום,קישואים_מחוז המרכז,קישואים_מחוז הצפון,קישואים_מחוז חיפה,קישואים_מחוז ירושלים,קישואים_מחוז תל אביב,קלמנטינות_other,קלמנטינות_יהודה ושומרון,קלמנטינות_מחוז הדרום,קלמנטינות_מחוז המרכז,קלמנטינות_מחוז הצפון,קלמנטינות_מחוז חיפה,קלמנטינות_מחוז תל אביב,"תפו""א_other","תפו""א_יהודה ושומרון","תפו""א_מחוז הדרום","תפו""א_מחוז המרכז","תפו""א_מחוז הצפון","תפו""א_מחוז חיפה","תפו""א_מחוז ירושלים","תפו""א_מחוז תל אביב",תפוזים_other,תפוזים_מחוז הדרום,תפוזים_מחוז המרכז,תפוזים_מחוז הצפון,תפוזים_מחוז חיפה,תפוזים_מחוז תל אביב,תפוחים_other,תפוחים_מחוז הדרום,תפוחים_מחוז המרכז,תפוחים_מחוז הצפון,תפוחים_מחוז חיפה,תפוחים_מחוז תל אביב
2012-04-09/2012-04-15,300.0,1400.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,11200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,7850.0,0.0,0.0,0.0,22000.0,0.0,0,0,0.0,0,900.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.0,0,10880.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2700.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-04-16/2012-04-22,1600.0,9760.0,0.0,0.0,0.0,0,0.0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,45200.0,0.0,0.0,0.0,24400.0,0.0,0.0,0,450,43800.0,0,12000.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,3900,0.0,0,0,0,0,0.0,800.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,8605.0,0.0,13200,0,0,1200.0,0.0,0.0,0.0,4600.0,0.0,0,0,0.0,0,2700.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24960,21120.0,1350.0,0.0,0.0,0,0,6400.0,0.0,0,0,0,0,0,0,0,5400.0,0,0,0.0,0.0,1750.0,18550.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,900.0,0.0,0.0,0,0.0,12550.0,0,14763.0,0.0,0.0,0.0,0,0,0.0,1200.0,3200,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-04-23/2012-04-29,0.0,0.0,3000.0,0.0,10150.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,56800.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,4800,0,0,0,0.0,400.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,3800.0,0.0,0.0,0.0,8600.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,11520.0,0.0,0.0,3200.0,0,0,4800.0,0.0,0,0,0,0,0,0,0,5700.0,0,0,0.0,0.0,0.0,0.0,4550.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,11100.0,0,0.0,0.0,0.0,0.0,0,0,0.0,400.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-04-30/2012-05-06,0.0,11250.0,13600.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,38400.0,0.0,0.0,0,450,31650.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,6000,0,0,0,0.0,400.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,49500.0,0.0,1000,0,0,1950.0,0.0,0.0,0.0,21200.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18560,0.0,0.0,0.0,4800.0,0,0,0.0,0.0,0,0,0,0,0,0,0,6300.0,0,0,0.0,0.0,8400.0,9100.0,4900.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,21050.0,0,15600.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-05-07/2012-05-13,0.0,8050.0,0.0,1800.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50800.0,0.0,0.0,0,0,19200.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,12300,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,1250.0,0,0.0,28375.0,0.0,3000,0,0,6000.0,0.0,0.0,0.0,24400.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,450.0,0,0,0.0,0.0,12250.0,0.0,12950.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,9000.0,0,0.0,0.0,450.0,0,0.0,15500.0,0,7200.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-05-14/2012-05-20,0.0,6350.0,3750.0,12900.0,0.0,0,0.0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0,450,1200.0,0,24000.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,800.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1500.0,67250.0,0.0,17756,0,0,9500.0,0.0,0.0,1300.0,0.0,0.0,0,0,2880.0,0,0.0,2470.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1070.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2700.0,0,0,0.0,0.0,7700.0,0.0,9100.0,0,0,0,0,0,0.0,300.0,0.0,0,0,0,3150.0,0,0.0,0.0,0.0,0,0.0,14060.0,0,58400.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-05-21/2012-05-27,0.0,4200.0,400.0,3900.0,0.0,0,0.0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,16700.0,0.0,4000.0,0.0,24800.0,0.0,0.0,0,0,7200.0,0,0.0,0,0.0,0,1350.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,2700.0,0,0,0,0,0,0.0,0,0,0,0,0.0,400.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,47000.0,0.0,7160,0,0,7300.0,0.0,0.0,0.0,8800.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2250.0,0,0,0.0,0.0,12600.0,4200.0,13650.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,9320.0,0,34800.0,0.0,0.0,0.0,0,0,0.0,4800.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-05-28/2012-06-03,0.0,9800.0,150.0,8700.0,1280.0,0,0.0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,44400.0,0.0,0.0,0.0,46800.0,0.0,0.0,0,450,3600.0,0,27300.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,6000,0.0,10800,0,0,0,0.0,3600.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,3000.0,0,2000.0,13500.0,0.0,17000,0,0,0.0,0.0,0.0,0.0,73600.0,0.0,0,0,0.0,0,1440.0,0.0,770.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,3150.0,0,0,0.0,0.0,0.0,0.0,35700.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,1060.0,0,22880.0,0.0,0.0,0.0,0,0,0.0,800.0,0,0.0,0,0.0,0.0,0,70.0,0.0,0.0,0
2012-06-04/2012-06-10,0.0,10035.0,444.0,0.0,23100.0,720,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,40750.0,0.0,5200.0,0.0,37200.0,0.0,0.0,0,0,22500.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,3300,4800.0,0,61500.0,0,0,0,0,600,0.0,0,0,0,0,0.0,6800.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,2500.0,1500.0,0.0,3250,0,0,0.0,0.0,0.0,0.0,53200.0,0.0,0,0,0.0,0,1848.0,0.0,5304.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,472.0,5120.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,900.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1152.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,3320.0,0,28000.0,460.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,110.0,0.0,0.0,0
2012-06-11/2012-06-17,0.0,0.0,0.0,7650.0,1000.0,480,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,41600.0,0.0,17600.0,0.0,10400.0,0.0,0.0,0,450,2400.0,0,0.0,0,0.0,0,450.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11100.0,17100,32400.0,0,0,0,0,0,0.0,0,0,0,0,0.0,3200.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,9000.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3300.0,0,4596.0,0.0,3150.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,5440.0,12480.0,3200.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1350.0,0,0,0.0,0.0,3325.0,6650.0,0.0,0,0,0,0,0,0.0,1400.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,2440.0,0,5520.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-06-18/2012-06-24,400.0,0.0,6495.0,10050.0,12950.0,0,0.0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,0,0,9600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1650.0,21600,6600.0,0,0,0,0,0,0.0,13500,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1170.0,0.0,0.0,19300,0,0,0.0,0.0,0.0,0.0,35800.0,0.0,0,0,23700.0,0,12642.0,17588.0,13608.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6400.0,21440.0,16320.0,0,0,0.0,0.0,0,0,0,0,0,0,0,900.0,0,0,0.0,0.0,700.0,0.0,0.0,0,0,0,0,0,420.0,875.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,1840.0,0,7820.0,1520.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,100.0,0.0,0.0,0
2012-06-25/2012-07-01,0.0,2940.0,6000.0,1350.0,320.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,10000.0,0.0,26400.0,0.0,0.0,0,1350,0.0,0,14400.0,0,0.0,0,600.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,7200.0,13800,8400.0,0,0,0,0,3450,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,500.0,0.0,750,0,0,0.0,0.0,0.0,0.0,35140.0,0.0,0,0,20650.0,0,720.0,0.0,26490.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,24000.0,0.0,32640.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2700.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,700.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,10120.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-07-02/2012-07-08,0.0,11170.0,6000.0,27400.0,2800.0,0,0.0,0,0,0,46000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,6800.0,0.0,0.0,0.0,0.0,0,1200,21600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,7500,9600.0,0,0,0,0,2100,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,5500,0,0,0.0,0.0,0.0,0.0,42800.0,0.0,0,0,21750.0,0,0.0,0.0,17664.0,2376.0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0.0,0,5760.0,0.0,6400.0,26240.0,640,0,0.0,0.0,0,0,0,0,0,0,0,1350.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,700.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,1200.0,0,1380.0,1800.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,300.0,0.0,0.0,0
2012-07-09/2012-07-15,0.0,0.0,32375.0,35600.0,800.0,0,0.0,0,0,0,39600,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,4000.0,0.0,13440.0,0.0,9400.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,10050,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,800.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,7000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30770.0,0,0.0,0.0,4602.0,0.0,0,0,0,22008,0,0,0,0,0,0,0,0,0,0,0,10560.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,5250,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1610.0,1200.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,900,450.0,0.0,0.0,0
2012-07-16/2012-07-22,0.0,0.0,8025.0,9150.0,0.0,0,0.0,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,14000.0,0.0,0.0,0.0,26000.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8100,4800.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,16800.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39768.0,0,0.0,0.0,1152.0,0.0,0,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,3840.0,2880.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,350.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1200.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,450,240.0,0.0,0.0,0
2012-07-23/2012-07-29,0.0,77350.0,0.0,300.0,3200.0,0,0.0,0,0,0,29200,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,13620.0,0.0,0.0,0.0,25400.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,8250,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,6800.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32674.0,0,0.0,0.0,912.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,7360.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-07-30/2012-08-05,0.0,1600.0,0.0,34500.0,2400.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5100.0,2100,0.0,0,0,0,0,1500,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25550.0,0,0.0,10296.0,504.0,0.0,0,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0.0,0,320.0,0.0,11520.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1800.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,1200.0,0,0.0,0.0,0.0,0.0,0,8280,0.0,0.0,0,0.0,0,0.0,0.0,450,450.0,0.0,0.0,0
2012-08-06/2012-08-12,0.0,54430.0,0.0,51455.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14600.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,7800.0,8250,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18762.0,0,0.0,0.0,912.0,0.0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,0,0.0,0,480.0,0.0,320.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1800.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,460.0,0.0,0.0,0.0,0,15640,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
2012-08-13/2012-08-19,0.0,2100.0,4200.0,108620.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,21000.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5400.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8726.0,0,0.0,0.0,3096.0,0.0,0,0,0,0,26902,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1800.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0
